Traversal,Depth,Create Children,Get Inputs,Create Outputs,Set UCBs
0,0,0.11369466781616211,0.000997304916381836,0.013962507247924805,0.0
0,1,0.1107029914855957,0.000997304916381836,0.0069811344146728516,0.0
0,2,0.12666034698486328,0.000997304916381836,0.011967897415161133,0.0009970664978027344
0,3,0.031914472579956055,0.0,0.005983829498291016,0.0
0,4,0.09773802757263184,0.0009970664978027344,0.007978677749633789,0.0009975433349609375
0,5,0.12816262245178223,0.000997304916381836,0.007978200912475586,0.0
0,6,0.12865495681762695,0.000997304916381836,0.006981611251831055,0.0
0,7,0.13763070106506348,0.0009975433349609375,0.008975505828857422,0.0009975433349609375
0,8,0.02991962432861328,0.0,0.00498652458190918,0.0
0,9,0.01495981216430664,0.0,0.00498652458190918,0.0
1,0,0.0,0.0009975433349609375,0.005983829498291016,0.0
1,1,0.17054271697998047,0.0,0.00698089599609375,0.000997304916381836
1,2,0.12765765190124512,0.0,0.007978677749633789,0.0
1,3,0.12816190719604492,0.0009975433349609375,0.007978677749633789,0.0
1,4,0.13064956665039062,0.0009970664978027344,0.0069811344146728516,0.0
1,5,0.10970592498779297,0.0009970664978027344,0.0069811344146728516,0.000997304916381836
1,6,0.01495981216430664,0.0,0.005984067916870117,0.0
1,7,0.025930166244506836,0.0,0.004986763000488281,0.0
1,8,0.10372161865234375,0.0,0.007978677749633789,0.0
1,9,0.014960289001464844,0.0,0.004986286163330078,0.0
2,0,0.0,0.000997304916381836,0.005983829498291016,0.0
2,1,0.0,0.0,0.006981372833251953,0.0
2,2,0.015957355499267578,0.0,0.004986286163330078,0.0
2,3,0.03091740608215332,0.000997304916381836,0.003989219665527344,0.0
2,4,0.10571622848510742,0.0009975433349609375,0.0069811344146728516,0.0
2,5,0.13763070106506348,0.000997304916381836,0.006981372833251953,0.0
2,6,0.13763070106506348,0.0009970664978027344,0.006981372833251953,0.000997304916381836
2,7,0.015957355499267578,0.0,0.003989219665527344,0.0009970664978027344
2,8,0.015957355499267578,0.0,0.003989219665527344,0.0
2,9,0.013962507247924805,0.0,0.004986763000488281,0.0
3,0,0.0,0.000997304916381836,0.006981611251831055,0.0
3,1,0.11668658256530762,0.000997304916381836,0.006981611251831055,0.0
3,2,0.11469197273254395,0.0,0.007978439331054688,0.0
3,3,0.11768484115600586,0.000997304916381836,0.0069811344146728516,0.0009975433349609375
3,4,0.14560914039611816,0.0009970664978027344,0.0069811344146728516,0.0009975433349609375
3,5,0.11269760131835938,0.0,0.007978200912475586,0.0
3,6,0.1296525001525879,0.0,0.007978439331054688,0.0
3,7,0.09873509407043457,0.0009975433349609375,0.005983829498291016,0.0009975433349609375
3,8,0.0967400074005127,0.000997304916381836,0.005984067916870117,0.000997304916381836
3,9,0.09773802757263184,0.0,0.0069811344146728516,0.0
4,0,0.0,0.0,0.0069811344146728516,0.0
4,1,0.0,0.0009980201721191406,0.00698089599609375,0.0
4,2,0.0,0.0009975433349609375,0.00698089599609375,0.0
4,3,0.019946813583374023,0.0,0.005984067916870117,0.0
4,4,0.01994633674621582,0.0,0.005984067916870117,0.0
4,5,0.1107027530670166,0.0,0.007978200912475586,0.0
4,6,0.17253732681274414,0.0009975433349609375,0.010970354080200195,0.000997304916381836
4,7,0.10671353340148926,0.0009975433349609375,0.0069811344146728516,0.0
4,8,0.1386280059814453,0.000997781753540039,0.0069811344146728516,0.000997304916381836
4,9,0.09574294090270996,0.0009975433349609375,0.005983829498291016,0.0009970664978027344
5,0,0.0,0.0009975433349609375,0.005983829498291016,0.0
5,1,0.0,0.0009975433349609375,0.006981372833251953,0.0
5,2,0.11269760131835938,0.0,0.007978439331054688,0.0
5,3,0.015956878662109375,0.0009975433349609375,0.003989219665527344,0.0
5,4,0.09773802757263184,0.000997304916381836,0.005983591079711914,0.0
5,5,0.10970544815063477,0.000997304916381836,0.0069811344146728516,0.000997304916381836
5,6,0.016954660415649414,0.0,0.00498652458190918,0.0
5,7,0.016954898834228516,0.0,0.004986286163330078,0.0
5,8,0.1107029914855957,0.0,0.008976221084594727,0.0
5,9,0.01495981216430664,0.0,0.00498652458190918,0.0
6,0,0.0,0.0009975433349609375,0.0069811344146728516,0.0
6,1,0.11568975448608398,0.0,0.006981849670410156,0.0009965896606445312
6,2,0.13463902473449707,0.0,0.007978439331054688,0.0
6,3,0.13164687156677246,0.0009970664978027344,0.006981372833251953,0.0
6,4,0.14560914039611816,0.0,0.007978439331054688,0.0
6,5,0.1296520233154297,0.0009975433349609375,0.0069811344146728516,0.0
6,6,0.028922557830810547,0.0009975433349609375,0.004986286163330078,0.0
6,7,0.014960289001464844,0.0,0.005983829498291016,0.0
6,8,0.0997323989868164,0.0,0.00698089599609375,0.0
6,9,0.014960050582885742,0.0,0.004985809326171875,0.0
7,0,0.0,0.0009980201721191406,0.005983591079711914,0.0
7,1,0.11469221115112305,0.0,0.007978439331054688,0.0
7,2,0.11469244956970215,0.0,0.0069811344146728516,0.000997304916381836
7,3,0.11269760131835938,0.0009975433349609375,0.006981372833251953,0.0
7,4,0.11269760131835938,0.000997304916381836,0.0069811344146728516,0.0
7,5,0.12666010856628418,0.0009975433349609375,0.007978677749633789,0.0
7,6,0.1715400218963623,0.0,0.0069811344146728516,0.0
7,7,0.011968135833740234,0.0,0.005984067916870117,0.0
7,8,0.015957117080688477,0.0,0.00498652458190918,0.0
7,9,0.10571646690368652,0.000997304916381836,0.006981372833251953,0.0
8,0,0.0,0.0009970664978027344,0.005984306335449219,0.0
8,1,0.0,0.0,0.0069811344146728516,0.0
8,2,0.1326446533203125,0.0,0.007978200912475586,0.0
8,3,0.1296520233154297,0.000997304916381836,0.006981372833251953,0.0009970664978027344
8,4,0.1296520233154297,0.000997304916381836,0.0069811344146728516,0.0
8,5,0.025930404663085938,0.0,0.004986763000488281,0.0
8,6,0.012964963912963867,0.0,0.004986763000488281,0.0
8,7,0.09574317932128906,0.0,0.0069811344146728516,0.0
8,8,0.1386280059814453,0.0009970664978027344,0.006981372833251953,0.000997781753540039
8,9,0.14261722564697266,0.000997304916381836,0.006981372833251953,0.0009970664978027344
9,0,0.0,0.000997304916381836,0.005984067916870117,0.0
9,1,0.0,0.0,0.0069811344146728516,0.0
9,2,0.0,0.000997304916381836,0.005984067916870117,0.0009970664978027344
9,3,0.0,0.000997781753540039,0.005983591079711914,0.0009975433349609375
9,4,0.0,0.000997304916381836,0.005984067916870117,0.000997304916381836
9,5,0.1495983600616455,0.0,0.00797891616821289,0.0
9,6,0.11369490623474121,0.0009970664978027344,0.006981372833251953,0.0
9,7,0.03091716766357422,0.0,0.00498652458190918,0.0
9,8,0.010970830917358398,0.000997304916381836,0.003988981246948242,0.0
9,9,0.011967897415161133,0.0,0.004986763000488281,0.0
0,0,0.12067627906799316,0.0009975433349609375,0.0069811344146728516,0.0
0,1,0.13064956665039062,0.0009970664978027344,0.008976221084594727,0.0
0,2,0.10671353340148926,0.0,0.008975982666015625,0.0
0,3,0.13364124298095703,0.0009975433349609375,0.006981372833251953,0.0
0,4,0.09773802757263184,0.000997304916381836,0.007978439331054688,0.0
0,5,0.06283140182495117,0.0,0.008975982666015625,0.000997304916381836
0,6,0.05784487724304199,0.000997304916381836,0.007978677749633789,0.0009970664978027344
0,7,0.09175395965576172,0.0,0.009973287582397461,0.0
0,8,0.06582379341125488,0.0009970664978027344,0.00797891616821289,0.0
0,9,0.07878875732421875,0.0,0.008975744247436523,0.0
1,0,0.0,0.0,0.006981372833251953,0.0
1,1,0.043882131576538086,0.0,0.005984067916870117,0.0
1,2,0.0468745231628418,0.0,0.005983829498291016,0.000997304916381836
1,3,0.08477234840393066,0.000997781753540039,0.0069811344146728516,0.0
1,4,0.0967404842376709,0.0,0.010970592498779297,0.000997304916381836
1,5,0.04587674140930176,0.000997304916381836,0.008976221084594727,0.0
1,6,0.06382870674133301,0.000997304916381836,0.0069811344146728516,0.000997304916381836
1,7,0.07579684257507324,0.0,0.006981372833251953,0.0009970664978027344
1,8,0.10671401023864746,0.0009968280792236328,0.007978677749633789,0.0
1,9,0.11768460273742676,0.0009970664978027344,0.008976221084594727,0.0
2,0,0.0,0.0009970664978027344,0.0069811344146728516,0.0
2,1,0.05784463882446289,0.000997304916381836,0.00797891616821289,0.000997304916381836
2,2,0.06981253623962402,0.0,0.00797891616821289,0.0
2,3,0.08477282524108887,0.0,0.007978677749633789,0.0
2,4,0.09275102615356445,0.0009970664978027344,0.005984067916870117,0.0009970664978027344
2,5,0.1107032299041748,0.0009975433349609375,0.0069811344146728516,0.0
2,6,0.10172700881958008,0.000997304916381836,0.0069811344146728516,0.0009975433349609375
2,7,0.07779121398925781,0.0009970664978027344,0.005984306335449219,0.000997304916381836
2,8,0.023935794830322266,0.0,0.0069811344146728516,0.0
2,9,0.04188823699951172,0.0,0.007978200912475586,0.0
3,0,0.0,0.0009970664978027344,0.0069811344146728516,0.0
3,1,0.04288506507873535,0.0009975433349609375,0.005983591079711914,0.0
3,2,0.05285787582397461,0.0,0.006981611251831055,0.0
3,3,0.08876156806945801,0.0009975433349609375,0.007978200912475586,0.0
3,4,0.10870885848999023,0.000997781753540039,0.005983591079711914,0.000997304916381836
3,5,0.08975911140441895,0.0,0.00698089599609375,0.0
3,6,0.11320161819458008,0.000997304916381836,0.008975982666015625,0.0
3,7,0.07380199432373047,0.0009970664978027344,0.005984067916870117,0.0
3,8,0.05285811424255371,0.0,0.005984067916870117,0.0
3,9,0.03191423416137695,0.0,0.006981372833251953,0.0
4,0,0.0,0.000997781753540039,0.0059833526611328125,0.0
4,1,0.0029921531677246094,0.0,0.005984067916870117,0.0009970664978027344
4,2,0.019946813583374023,0.0,0.0069811344146728516,0.0
4,3,0.04587697982788086,0.0,0.006981372833251953,0.0
4,4,0.05884218215942383,0.0,0.0069811344146728516,0.0
4,5,0.027924776077270508,0.000997781753540039,0.0069811344146728516,0.0
4,6,0.08975934982299805,0.0009970664978027344,0.005984306335449219,0.000997304916381836
4,7,0.07679390907287598,0.0,0.0069811344146728516,0.0
4,8,0.11967873573303223,0.0,0.0069811344146728516,0.0
4,9,0.036901235580444336,0.000997304916381836,0.004986763000488281,0.0
5,0,0.0,0.0,0.0069811344146728516,0.0
5,1,0.024933338165283203,0.0009975433349609375,0.005983591079711914,0.0
5,2,0.03291153907775879,0.000997304916381836,0.004986763000488281,0.0
5,3,0.0608367919921875,0.000997304916381836,0.006981372833251953,0.0
5,4,0.09474563598632812,0.000997304916381836,0.007978439331054688,0.000997781753540039
5,5,0.06582307815551758,0.000997304916381836,0.004986763000488281,0.0009970664978027344
5,6,0.08676743507385254,0.0,0.0069811344146728516,0.0
5,7,0.08676743507385254,0.0,0.006981372833251953,0.0
5,8,0.08477234840393066,0.0,0.006981372833251953,0.0
5,9,0.06682085990905762,0.0,0.0069811344146728516,0.0
6,0,0.0,0.000997304916381836,0.006981372833251953,0.0
6,1,0.04188728332519531,0.0,0.006981611251831055,0.0
6,2,0.05086326599121094,0.0,0.006981372833251953,0.0
6,3,0.051860809326171875,0.000997304916381836,0.006981372833251953,0.0
6,4,0.04288482666015625,0.0009970664978027344,0.005984306335449219,0.0
6,5,0.04188799858093262,0.000997304916381836,0.0069811344146728516,0.0
6,6,0.08776426315307617,0.000997304916381836,0.006981372833251953,0.0
6,7,0.06981253623962402,0.000997304916381836,0.005984067916870117,0.000997304916381836
6,8,0.06382870674133301,0.000997304916381836,0.005984067916870117,0.0
6,9,0.08477258682250977,0.0009968280792236328,0.006981372833251953,0.0
7,0,0.0,0.0,0.0069811344146728516,0.0
7,1,0.012965202331542969,0.0,0.005983829498291016,0.000997304916381836
7,2,0.009973287582397461,0.000997304916381836,0.005984067916870117,0.0
7,3,0.0359034538269043,0.0,0.006981372833251953,0.0
7,4,0.07080984115600586,0.0009975433349609375,0.006981372833251953,0.0
7,5,0.06582331657409668,0.0,0.0069811344146728516,0.0
7,6,0.06981277465820312,0.0,0.0069811344146728516,0.0
7,7,0.06283164024353027,0.0009970664978027344,0.005984306335449219,0.0
7,8,0.05285811424255371,0.0009975433349609375,0.005983829498291016,0.0
7,9,0.06582331657409668,0.0,0.0069811344146728516,0.0
8,0,0.0,0.0009975433349609375,0.005984306335449219,0.0
8,1,0.16007518768310547,0.000997304916381836,0.006981611251831055,0.0
8,2,0.10870814323425293,0.0009970664978027344,0.006981849670410156,0.0
8,3,0.1216731071472168,0.000997304916381836,0.006981372833251953,0.0
8,4,0.09374833106994629,0.0009975433349609375,0.005984306335449219,0.0009968280792236328
8,5,0.08477258682250977,0.000997304916381836,0.005984067916870117,0.0
8,6,0.09474563598632812,0.0,0.006981372833251953,0.0
8,7,0.08477258682250977,0.0,0.007978439331054688,0.0
8,8,0.10072970390319824,0.0,0.006981372833251953,0.0
8,9,0.11170005798339844,0.000997781753540039,0.0069806575775146484,0.0
9,0,0.0,0.0,0.006981372833251953,0.0
9,1,0.04787135124206543,0.0,0.00797891616821289,0.0
9,2,0.04886817932128906,0.0,0.005984306335449219,0.000997304916381836
9,3,0.08477282524108887,0.0009970664978027344,0.007978439331054688,0.0
9,4,0.07380223274230957,0.000997304916381836,0.005983829498291016,0.0
9,5,0.08477258682250977,0.0009975433349609375,0.005983591079711914,0.0
9,6,0.08776473999023438,0.0,0.0069811344146728516,0.000997304916381836
9,7,0.06981253623962402,0.0,0.006981611251831055,0.0
9,8,0.08277773857116699,0.0,0.006981372833251953,0.000997304916381836
9,9,0.08477282524108887,0.0009970664978027344,0.005984067916870117,0.0009970664978027344
0,0,0.10172700881958008,0.0,0.0069811344146728516,0.0
0,1,0.1186819076538086,0.0009975433349609375,0.006981372833251953,0.0
0,2,0.10870790481567383,0.0,0.006981611251831055,0.0009970664978027344
0,3,0.04886889457702637,0.000997304916381836,0.005983829498291016,0.0
0,4,0.06881546974182129,0.0009970664978027344,0.005984067916870117,0.0
0,5,0.10172700881958008,0.0009975433349609375,0.0069811344146728516,0.0
0,6,0.061834096908569336,0.000997304916381836,0.006982088088989258,0.0009965896606445312
0,7,0.09275102615356445,0.0009975433349609375,0.0069811344146728516,0.0
0,8,0.07779145240783691,0.0,0.0069811344146728516,0.0
0,9,0.06781792640686035,0.0009975433349609375,0.007978677749633789,0.0
1,0,0.0,0.0,0.005983591079711914,0.0
1,1,0.003989219665527344,0.0009975433349609375,0.005983591079711914,0.0
1,2,0.003989219665527344,0.0,0.005984306335449219,0.000997304916381836
1,3,0.030916690826416016,0.0,0.006981611251831055,0.0
1,4,0.033908843994140625,0.0,0.005984067916870117,0.0
1,5,0.038895606994628906,0.0009975433349609375,0.005983829498291016,0.0
1,6,0.05285811424255371,0.0009970664978027344,0.005984306335449219,0.0
1,7,0.06183433532714844,0.0,0.0069811344146728516,0.0
1,8,0.056847572326660156,0.0,0.005984067916870117,0.0
1,9,0.041887760162353516,0.0009970664978027344,0.005984067916870117,0.0
2,0,0.0,0.0,0.005984067916870117,0.0
2,1,0.016953706741333008,0.0,0.005983829498291016,0.0
2,2,0.020943880081176758,0.0,0.005983829498291016,0.0
2,3,0.021941423416137695,0.0,0.00498652458190918,0.0
2,4,0.02991962432861328,0.0,0.005983829498291016,0.0
2,5,0.04388236999511719,0.000997304916381836,0.005984067916870117,0.0
2,6,0.0359036922454834,0.000997304916381836,0.005983829498291016,0.0
2,7,0.06582355499267578,0.0,0.0069811344146728516,0.0
2,8,0.05086398124694824,0.0,0.005984306335449219,0.0
2,9,0.11868143081665039,0.0009975433349609375,0.008975744247436523,0.0
3,0,0.0,0.000997781753540039,0.0059833526611328125,0.0
3,1,0.013962507247924805,0.000997304916381836,0.0059833526611328125,0.0
3,2,0.02094411849975586,0.0,0.005983829498291016,0.0
3,3,0.023935556411743164,0.0,0.0069811344146728516,0.0
3,4,0.010970592498779297,0.0,0.005983829498291016,0.0
3,5,0.04188799858093262,0.0009970664978027344,0.005983591079711914,0.0
3,6,0.07679438591003418,0.0,0.0069811344146728516,0.0
3,7,0.056847333908081055,0.0009975433349609375,0.005983829498291016,0.0
3,8,0.08776497840881348,0.0009968280792236328,0.0069811344146728516,0.0
3,9,0.09574317932128906,0.0,0.0069811344146728516,0.000997304916381836
4,0,0.0,0.0,0.0069811344146728516,0.0
4,1,0.01795196533203125,0.0,0.005983829498291016,0.0
4,2,0.03091740608215332,0.0009970664978027344,0.00498652458190918,0.0
4,3,0.05385541915893555,0.0,0.00598454475402832,0.0
4,4,0.028921842575073242,0.000997304916381836,0.004986763000488281,0.0
4,5,0.034906625747680664,0.0,0.005983829498291016,0.0
4,6,0.06482601165771484,0.0,0.0069811344146728516,0.0
4,7,0.049866676330566406,0.0,0.005983829498291016,0.0
4,8,0.04487967491149902,0.0009970664978027344,0.004987001419067383,0.0
4,9,0.08776450157165527,0.0,0.0069811344146728516,0.0
5,0,0.0,0.0,0.005984067916870117,0.000997304916381836
5,1,0.0498661994934082,0.0009975433349609375,0.00498652458190918,0.0
5,2,0.04787158966064453,0.000997304916381836,0.00498652458190918,0.0009970664978027344
5,3,0.07280492782592773,0.0009970664978027344,0.005984067916870117,0.0
5,4,0.0638284683227539,0.000997781753540039,0.005983591079711914,0.0
5,5,0.04188799858093262,0.0,0.005984067916870117,0.0
5,6,0.05983924865722656,0.0,0.005984067916870117,0.0
5,7,0.08277773857116699,0.0,0.006981372833251953,0.0
5,8,0.0857701301574707,0.0,0.006981611251831055,0.0
5,9,0.07779121398925781,0.000997304916381836,0.005984067916870117,0.0
6,0,0.0,0.0,0.005984067916870117,0.0
6,1,0.016954421997070312,0.0,0.005984306335449219,0.0
6,2,0.023935794830322266,0.0,0.005983829498291016,0.0
6,3,0.05285811424255371,0.000997304916381836,0.004986763000488281,0.000997304916381836
6,4,0.054852962493896484,0.000997304916381836,0.005983591079711914,0.0
6,5,0.044879913330078125,0.000997304916381836,0.005984067916870117,0.0
6,6,0.05983924865722656,0.0,0.005983829498291016,0.0009975433349609375
6,7,0.056847333908081055,0.0,0.005983829498291016,0.0
6,8,0.05086350440979004,0.0,0.005983829498291016,0.0
